idioma;archivo;id;texto
ar;entrelazamiento_geometrico.py;004;الرموز:\n\n
ar;entrelazamiento_geometrico.py;005;🔴 الجسيم A (45°)\n
ar;entrelazamiento_geometrico.py;006;🟢 الجسيم B (225°)\n
ar;entrelazamiento_geometrico.py;007;⚫ المراقب\n
ar;entrelazamiento_geometrico.py;008;▬▬ اتصال هندسي\n
ar;entrelazamiento_geometrico.py;009;▬▬ خطوط الرؤية
ar;entrelazamiento_geometrico.py;010;round,pad=0.6
ar;entrelazamiento_geometrico.py;011;white
ar;entrelazamiento_geometrico.py;012;جبهة الموجة
ar;entrelazamiento_geometrico.py;013;مفتاح أينشتاين-فيد:\n\n
ar;entrelazamiento_geometrico.py;014;كلا الجسيمين (بما في ذلك المتقابلة)\nيتشاركان نفس الزمكان الخاص t₀, s₀\n\n
ar;entrelazamiento_geometrico.py;015;لأن: dt' → 0 و ds' → 0 عند السرعة c\n\n
ar;entrelazamiento_geometrico.py;016;t = t₀ + dt' → t₀\n
ar;entrelazamiento_geometrico.py;017;s = s₀ + ds' → s₀\n\n
ar;entrelazamiento_geometrico.py;018;لا يوجد فعل عن بعد
ar;entrelazamiento_geometrico.py;019;round,pad=0.8
ar;entrelazamiento_geometrico.py;020;#fffacd
ar;entrelazamiento_geometrico.py;021;أساس أينشتاين-فيد:\n\n
ar;entrelazamiento_geometrico.py;022;الجسيمات المتشابكة تتشارك زمكانًا خاصًا مشتركًا من منشأها. 
ar;entrelazamiento_geometrico.py;023;عند السفر بسرعة c، فإن تفاضلات الزمان والمكان الخاصين tend إلى الصفر 
ar;entrelazamiento_geometrico.py;024;(dt' → 0, ds' → 0)، مما يبقيها متصلة في نفس اللحظة t₀ والموضع s₀. 
ar;entrelazamiento_geometrico.py;025;هذا التزامن الهندسي يفسر الارتباطات الكمومية دون انتهاك النسبية.
ar;entrelazamiento_geometrico.py;026;round,pad=0.8
ar;entrelazamiento_geometrico.py;027;#ffebee
ar;entrelazamiento_geometrico.py;028;المعادلات الأساسية:\n\n
ar;entrelazamiento_geometrico.py;029;للجسيمات عند السرعة c:\n
ar;entrelazamiento_geometrico.py;030;• dt' → 0, ds' → 0\n
ar;entrelazamiento_geometrico.py;031;• t = t₀ + dt' → t₀\n
ar;entrelazamiento_geometrico.py;032;• s = s₀ + ds' → s₀\n\n
ar;entrelazamiento_geometrico.py;033;معادلة المجال:\n
ar;entrelazamiento_geometrico.py;034;Gₘₙ + Λgₘₙ = (8πG/c⁴)Tₘₙ\n\n
ar;entrelazamiento_geometrico.py;035;تزامن مطلق في الإطار الخاص
ar;entrelazamiento_geometrico.py;036;round,pad=0.8
ar;entrelazamiento_geometrico.py;037;#f0f8ff
ar;entrelazamiento_geometrico.py;038;تفسير أينشتاين-فيد: التشابك الكمومي يتوقف عن كونه مفارقة عندما يُفهم 
ar;entrelazamiento_geometrico.py;039;من هندسة الزمكان. الجسيمات المتولدة في نفس الحدث تتشارك جبهة 
ar;entrelazamiento_geometrico.py;040;موجة حيث يظل وقتها الخاص متجمدًا عند t₀. هذا التزامن الجوهري يفسر 
ar;entrelazamiento_geometrico.py;041;ارتباطات مثالية دون 'فعل شبحي'. الاحتمال الكمومي يعكس منظور 
ar;entrelazamiento_geometrico.py;042;المراقب المحدود، وليس خاصية أساسية.
ar;entrelazamiento_geometrico.py;043;round,pad=0.8
ar;entrelazamiento_geometrico.py;044;#f5f5f5
ar;entrelazamiento_geometrico.py;045;__main__
ar;entrelazamiento_geometrico.py;046;🎯 جاري إنشاء النسخة النهائية بمربعات على نفس المستوى...
ar;entrelazamiento_geometrico.py;047;\n✨ التصحيحات المطبقة:
ar;entrelazamiento_geometrico.py;048;   • مربعات 'أساس أينشتاين' و'معادلات' على نفس المستوى
ar;entrelazamiento_geometrico.py;049;   • شكل أوسع (16x10) لاستيعاب كليهما
ar;entrelazamiento_geometrico.py;050;   • تصميم متوازن ومتناظر
ar;entrelazamiento_geometrico.py;051;   • الزخرفة والألوان محفوظة
ar;entrelazamiento_geometrico.py;052;   • صفر تداخلات
ar;entrelazamiento_geometrico.py;053;التشابك الكمومي: التفسير الهندسي لأينشتاين-فيد
ar;entrelazamiento_geometrico.py;054;bold
ar;entrelazamiento_geometrico.py;055;blue
ar;entrelazamiento_geometrico.py;056;k--
ar;entrelazamiento_geometrico.py;057;equal
ar;entrelazamiento_geometrico.py;058;الإطار الداخلي: الوقت الخاص المشترك
ar;entrelazamiento_geometrico.py;059;bold
ar;entrelazamiento_geometrico.py;060;blue
ar;entrelazamiento_geometrico.py;061;equal
ar;entrelazamiento_geometrico.py;062;الإطار الخارجي: المنظور التقليدي
ar;entrelazamiento_geometrico.py;063;bold
ar;entrelazamiento_geometrico.py;064;left
ar;entrelazamiento_geometrico.py;065;center
ar;entrelazamiento_geometrico.py;066;bold
ar;entrelazamiento_geometrico.py;067;gray
ar;entrelazamiento_geometrico.py;068; → 0 و ds
ar;entrelazamiento_geometrico.py;069;" → t₀\n""
        ""s = s₀ + ds"
ar;entrelazamiento_geometrico.py;070;center
ar;entrelazamiento_geometrico.py;071;center
ar;entrelazamiento_geometrico.py;072;bold
ar;entrelazamiento_geometrico.py;073;orange
ar;entrelazamiento_geometrico.py;074; → 0, ds
ar;entrelazamiento_geometrico.py;075;center
ar;entrelazamiento_geometrico.py;076;center
ar;entrelazamiento_geometrico.py;077;italic
ar;entrelazamiento_geometrico.py;078;red
ar;entrelazamiento_geometrico.py;079; → 0, ds
ar;entrelazamiento_geometrico.py;080;" → t₀\n"" 
        ""• s = s₀ + ds"
ar;entrelazamiento_geometrico.py;081;center
ar;entrelazamiento_geometrico.py;082;center
ar;entrelazamiento_geometrico.py;083;bold
ar;entrelazamiento_geometrico.py;084;blue
ar;entrelazamiento_geometrico.py;085;فعل شبحي
ar;entrelazamiento_geometrico.py;086;center
ar;entrelazamiento_geometrico.py;087;center
ar;entrelazamiento_geometrico.py;088;black
ar;entrelazamiento_geometrico.py;089;svg
ar;entrelazamiento_geometrico.py;090;tight
ar;entrelazamiento_geometrico.py;091;white
ar;entrelazamiento_geometrico.py;092;أساس أينشتاين
ar;entrelazamiento_geometrico.py;093;معادلات
ar;generador_svg.py;001;دالة نصف قطر الحالة 1s: R₁₀(r) = 2/a₀^(3/2) exp(-r/a₀)
ar;generador_svg.py;002;دالة نصف قطر الحالة 2p: R₂₁(r) = (1/2√6)(r/a₀²) exp(-r/2a₀)
ar;generador_svg.py;003;دالة نصف قطر الحالة 3d: R₃₂(r) = (4/81√30)(r²/a₀^(7/2)) exp(-r/3a₀)
ar;generador_svg.py;004;دالة الموجة الكاملة ψₙℓₘ(r,θ,φ) = Rₙℓ(r)Yℓₘ(θ,φ)
ar;generador_svg.py;005;الحالة n={n}, ℓ={ell} غير مطبقة
ar;generador_svg.py;006;يحسب سطح فيد: r(θ,φ) = n²a₀(1 + α|Yℓₘ|)
ar;generador_svg.py;007;يتحقق من تطابق أقصى P(r) مع نصف قطر فيد
ar;generador_svg.py;008;ell
ar;generador_svg.py;009;alpha
ar;generador_svg.py;010;label
ar;generador_svg.py;011;ell
ar;generador_svg.py;012;alpha
ar;generador_svg.py;013;label
ar;generador_svg.py;014;ell
ar;generador_svg.py;015;alpha
ar;generador_svg.py;016;label
ar;generador_svg.py;017;ينشئ مقارنة كاملة أينشتاين-فيد مقابل ميكانيكا الكم
ar;generador_svg.py;018;🔬 جاري حساب مقارنة أينشتاين-فيد مقابل ميكانيكا الكم...
ar;generador_svg.py;019;ell
ar;generador_svg.py;020;alpha
ar;generador_svg.py;021;label
ar;generador_svg.py;022;round
ar;generador_svg.py;023;lightgreen
ar;generador_svg.py;024;label
ar;generador_svg.py;025;label
ar;generador_svg.py;026;__main__
ar;generador_svg.py;027;نتائج أينشتاين-فيد الدقيقة
ar;generador_svg.py;028;{res['estado']}: r_VED = {res['r_ved']:.3e} m, 
ar;generador_svg.py;029;r_MC = {res['r_max_mc']:.3e} m, 
ar;generador_svg.py;030;الدقة = {res['precision']:.2f}%
ar;generador_svg.py;031;✅ اكتملت المقارنة - تم تأكيد تطابق >99%
ar;generador_svg.py;032;lower
ar;generador_svg.py;033;viridis
ar;generador_svg.py;034;auto
ar;generador_svg.py;035;"الكثافة |ψ|² - {estado[""label""]}\n(المستوى Z=0.5Y)"
ar;generador_svg.py;036;x (m)
ar;generador_svg.py;037;y (m)
ar;generador_svg.py;038;red
ar;generador_svg.py;039;فيد: {r_ved:.2e}m
ar;generador_svg.py;040;blue
ar;generador_svg.py;041;P(r) ميكانيكا الكم
ar;generador_svg.py;042;red
ar;generador_svg.py;043;فيد: {r_ved:.2e} m
ar;generador_svg.py;044;الدقة: {precision:.2f}%
ar;generador_svg.py;045;"الاحتمال الشعاعي - {estado[""label""]}"
ar;generador_svg.py;046;r (m)
ar;generador_svg.py;047;P(r) طبيعي
ar;generador_svg.py;048;estado
ar;generador_svg.py;049;r_ved
ar;generador_svg.py;050;r_max_mc
ar;generador_svg.py;051;precision
ar;generador_svg.py;052;مقارنة أينشتاين-فيد مقابل ميكانيكا الكم - حسابات دقيقة\n
ar;generador_svg.py;053;أنصاف أقطار حتمية مقابل توزيعات احتمالية
ar;generador_svg.py;054;bold
ar;generador_svg.py;055;svg
ar;generador_svg.py;056;tight
ar;generador_svg.py;057;png
ar;generador_svg.py;058;tight
ar;generador_svg.py;059;estado
ar;generador_svg.py;060;r_ved
ar;generador_svg.py;061;r_max_mc
ar;generador_svg.py;062;precision
ar;graficas_einstein_ved_n4.py;001;#377eb8
ar;graficas_einstein_ved_n4.py;002;#4daf4a
ar;graficas_einstein_ved_n4.py;003;#e41a1c
ar;graficas_einstein_ved_n4.py;004;#f0f0f0
ar;graficas_einstein_ved_n4.py;005;✅ تم الحفظ: {filename}
ar;graficas_einstein_ved_n4.py;006;round,pad=0.3
ar;graficas_einstein_ved_n4.py;007;#ffebee
ar;graficas_einstein_ved_n4.py;008;__main__
ar;graficas_einstein_ved_n4.py;009;🚀 جاري إنشاء جميع رسوم أينشتاين-فيد (n=4)...
ar;graficas_einstein_ved_n4.py;010;نصف قطر البروتون: مقارنة دقيقة لأينشتاين-فيد
ar;graficas_einstein_ved_n4.py;011;🎯 اكتمل إنشاء جميع الرسوم ✅
ar;graficas_einstein_ved_n4.py;012;font.size
ar;graficas_einstein_ved_n4.py;013;axes.titlesize
ar;graficas_einstein_ved_n4.py;014;axes.labelsize
ar;graficas_einstein_ved_n4.py;015;xtick.labelsize
ar;graficas_einstein_ved_n4.py;016;ytick.labelsize
ar;graficas_einstein_ved_n4.py;017;legend.fontsize
ar;graficas_einstein_ved_n4.py;018;figure.titlesize
ar;graficas_einstein_ved_n4.py;019;النموذج التقليدي ±3σ
ar;graficas_einstein_ved_n4.py;020;LHC التجريبي ±3σ
ar;graficas_einstein_ved_n4.py;021;أينشتاين-فيد الحتمي
ar;graficas_einstein_ved_n4.py;022;النموذج التقليدي
ar;graficas_einstein_ved_n4.py;023;LHC التجريبي
ar;graficas_einstein_ved_n4.py;024;أينشتاين-فيد (n=4)
ar;graficas_einstein_ved_n4.py;025;نصف قطر البروتون (fm)
ar;graficas_einstein_ved_n4.py;026;bold
ar;graficas_einstein_ved_n4.py;027;upper right
ar;graficas_einstein_ved_n4.py;028;svg
ar;graficas_einstein_ved_n4.py;029;tight
ar;graficas_einstein_ved_n4.py;030;ميكانيكا الكم الاحتمالية\n(1920s-)
ar;graficas_einstein_ved_n4.py;031;بيانات LHC\n(2010s-)
ar;graficas_einstein_ved_n4.py;032;أينشتاين-فيد\n(2024-)
ar;graficas_einstein_ved_n4.py;033;k--
ar;graficas_einstein_ved_n4.py;034;نصف قطر البروتون (fm)
ar;graficas_einstein_ved_n4.py;035;التطور النظري: من الاحتمالية إلى الهندسة الحتمية
ar;graficas_einstein_ved_n4.py;036;bold
ar;graficas_einstein_ved_n4.py;037;أينشتاين-فيد:\nهندسة دقيقة\nبدون احتمالية
ar;graficas_einstein_ved_n4.py;038;svg
ar;graficas_einstein_ved_n4.py;039;tight
ar;graficas_einstein_ved_n4.py;040;tight
ar;graficas_einstein_ved_n4.py;041;off
ar;graficas_einstein_ved_n4.py;042;النظرية
ar;graficas_einstein_ved_n4.py;043;نصف القطر (fm)
ar;graficas_einstein_ved_n4.py;044;عدم اليقين
ar;graficas_einstein_ved_n4.py;045;الدقة
ar;graficas_einstein_ved_n4.py;046;أينشتاين-فيد (n=4)
ar;graficas_einstein_ved_n4.py;047;{VED_mean:.5f}
ar;graficas_einstein_ved_n4.py;048;حتمي
ar;graficas_einstein_ved_n4.py;049;LHC التجريبي
ar;graficas_einstein_ved_n4.py;050;{LHC_mean:.5f}
ar;graficas_einstein_ved_n4.py;051;± 0.014 fm
ar;graficas_einstein_ved_n4.py;052;المرجع
ar;graficas_einstein_ved_n4.py;053;النموذج التقليدي
ar;graficas_einstein_ved_n4.py;054;{MC_mean:.2f}
ar;graficas_einstein_ved_n4.py;055;± 0.90 fm
ar;graficas_einstein_ved_n4.py;056;دقة منخفضة
ar;graficas_einstein_ved_n4.py;057;#ffeaea
ar;graficas_einstein_ved_n4.py;058;#f0f9e8
ar;graficas_einstein_ved_n4.py;059;#e8f4fd
ar;graficas_einstein_ved_n4.py;060;center
ar;graficas_einstein_ved_n4.py;061;center
ar;graficas_einstein_ved_n4.py;062;#dddddd
ar;graficas_einstein_ved_n4.py;063;bold
ar;graficas_einstein_ved_n4.py;064;مقارنة أنصاف أقطار البروتون - بيانات فيد الدقيقة (n=4)
ar;graficas_einstein_ved_n4.py;065;bold
ar;graficas_einstein_ved_n4.py;066;svg
ar;graficas_einstein_ved_n4.py;067;tight
ar;graficas_einstein_ved_n4.py;068;أينشتاين-فيد
ar;graficas_einstein_ved_n4.py;069;ميكانيكا الكم (القيم القصوى الاحتمالية)
ar;graficas_einstein_ved_n4.py;070;الحالة الكمومية
ar;graficas_einstein_ved_n4.py;071;نصف القطر (وحدات a₀)
ar;graficas_einstein_ved_n4.py;072;أنصاف أقطار ذرية: قيم دقيقة مقابل احتمالية
ar;graficas_einstein_ved_n4.py;073;bold
ar;graficas_einstein_ved_n4.py;074;{height:.0f}
ar;graficas_einstein_ved_n4.py;075;center
ar;graficas_einstein_ved_n4.py;076;bottom
ar;graficas_einstein_ved_n4.py;077;1s (ميكانيكا الكم)
ar;graficas_einstein_ved_n4.py;078;blue
ar;graficas_einstein_ved_n4.py;079;2p (ميكانيكا الكم)
ar;graficas_einstein_ved_n4.py;080;green
ar;graficas_einstein_ved_n4.py;081;3d (ميكانيكا الكم)
ar;graficas_einstein_ved_n4.py;082;red
ar;graficas_einstein_ved_n4.py;083;blue
ar;graficas_einstein_ved_n4.py;084;نصف قطر فيد 1s
ar;graficas_einstein_ved_n4.py;085;green
ar;graficas_einstein_ved_n4.py;086;نصف قطر فيد 2p
ar;graficas_einstein_ved_n4.py;087;red
ar;graficas_einstein_ved_n4.py;088;نصف قطر فيد 3d
ar;graficas_einstein_ved_n4.py;089;المسافة الشعاعية (وحدات a₀)
ar;graficas_einstein_ved_n4.py;090;الكثافة (طبيعية)
ar;graficas_einstein_ved_n4.py;091;التفسير: احتمالية ميكانيكا الكم مقابل هندسة فيد
ar;graficas_einstein_ved_n4.py;092;bold
ar;graficas_einstein_ved_n4.py;093;svg
ar;graficas_einstein_ved_n4.py;094;tight
ar;proton_comparativa_destacado.py;001;#377eb8
ar;proton_comparativa_destacado.py;002;#4daf4a
ar;proton_comparativa_destacado.py;003;#e41a1c
ar;proton_comparativa_destacado.py;004;#f0f0f0
ar;proton_comparativa_destacado.py;005;يحسب نطاق ±3σ للعرض
ar;proton_comparativa_destacado.py;006;"
    رسم مزدوج مع موضع وسيلة مصحح
    "
ar;proton_comparativa_destacado.py;007;أينشتاين-فيد: هندسة زمكانية حتمية. 
ar;proton_comparativa_destacado.py;008;أنصاف أقطار دقيقة بدون احتمالية أساسية. 
ar;proton_comparativa_destacado.py;009;المادة = زمكان محصور.
ar;proton_comparativa_destacado.py;010;round,pad=0.3
ar;proton_comparativa_destacado.py;011;#ffebee
ar;proton_comparativa_destacado.py;012;{mc_min:.3f}
ar;proton_comparativa_destacado.py;013;{mc_mean:.3f}
ar;proton_comparativa_destacado.py;014;{mc_max:.3f}
ar;proton_comparativa_destacado.py;015;LHC
ar;proton_comparativa_destacado.py;016;{lhc_min:.3f}
ar;proton_comparativa_destacado.py;017;{lhc_mean:.5f}
ar;proton_comparativa_destacado.py;018;{lhc_max:.3f}
ar;proton_comparativa_destacado.py;019;فيد
ar;proton_comparativa_destacado.py;020;{ved_min:.3f}
ar;proton_comparativa_destacado.py;021;{ved_mean:.3f}
ar;proton_comparativa_destacado.py;022;{ved_max:.3f}
ar;proton_comparativa_destacado.py;023;الحد الأدنى
ar;proton_comparativa_destacado.py;024;المتوسط
ar;proton_comparativa_destacado.py;025;الحد الأقصى
ar;proton_comparativa_destacado.py;026;النطاقات (±3σ) بالـ fm
ar;proton_comparativa_destacado.py;027;round,pad=0.2
ar;proton_comparativa_destacado.py;028;white
ar;proton_comparativa_destacado.py;029;round,pad=0.3
ar;proton_comparativa_destacado.py;030;#ffebee
ar;proton_comparativa_destacado.py;031;round,pad=0.3
ar;proton_comparativa_destacado.py;032;#e8f4fd
ar;proton_comparativa_destacado.py;033;round,pad=0.3
ar;proton_comparativa_destacado.py;034;#ffebee
ar;proton_comparativa_destacado.py;035;مقارنة أنصاف أقطار البروتون: 
ar;proton_comparativa_destacado.py;036;ميكانيكا الكم={mc_mean:.3f}±{3*MC_sigma:.3f} fm (±{(3*MC_sigma/mc_mean*100):.0f}%) | 
ar;proton_comparativa_destacado.py;037;LHC={lhc_mean:.5f}±{3*LHC_sigma:.3f} fm (±{(3*LHC_sigma/lhc_mean*100):.1f}%) | 
ar;proton_comparativa_destacado.py;038;فيد={ved_mean:.3f}±{3*VED_sigma:.3f} fm (±{(3*VED_sigma/ved_mean*100):.1f}%) | 
ar;proton_comparativa_destacado.py;039;أينشتاين-فيد: قيم حتمية من هندسة الزمكان.
ar;proton_comparativa_destacado.py;040;__main__
ar;proton_comparativa_destacado.py;041;🔄 جاري إنشاء رسم مزدوج بمقياس مصحح...
ar;proton_comparativa_destacado.py;042;✨ تم إنشاء رسم مقياس مزدوج مصحح مع:
ar;proton_comparativa_destacado.py;043;   • وسيلة منقولة للأسفل: bbox_to_anchor=(0.02, 0.75)
ar;proton_comparativa_destacado.py;044;   • لا تداخل مع مربع أينشتاين-فيد
ar;proton_comparativa_destacado.py;045;   • يحتفظ بجميع التحسينات السابقة
ar;proton_comparativa_destacado.py;046;   • نص موزع جيدًا وقابل للقراءة
ar;proton_comparativa_destacado.py;047;font.size
ar;proton_comparativa_destacado.py;048;axes.titlesize
ar;proton_comparativa_destacado.py;049;axes.labelsize
ar;proton_comparativa_destacado.py;050;xtick.labelsize
ar;proton_comparativa_destacado.py;051;ytick.labelsize
ar;proton_comparativa_destacado.py;052;legend.fontsize
ar;proton_comparativa_destacado.py;053;figure.titlesize
ar;proton_comparativa_destacado.py;054;white
ar;proton_comparativa_destacado.py;055;white
ar;proton_comparativa_destacado.py;056;ميكانيكا الكم: نموذج احتمالي
ar;proton_comparativa_destacado.py;057;LHC: بيانات تجريبية
ar;proton_comparativa_destacado.py;058;أينشتاين-فيد: نموذج هندسي
ar;proton_comparativa_destacado.py;059;black
ar;proton_comparativa_destacado.py;060;ميكانيكا\nالكم
ar;proton_comparativa_destacado.py;061;LHC\nالتجريبي
ar;proton_comparativa_destacado.py;062;أينشتاين-فيد
ar;proton_comparativa_destacado.py;063;نصف قطر البروتون (fm)
ar;proton_comparativa_destacado.py;064;bold
ar;proton_comparativa_destacado.py;065;توقع أينشتاين-فيد مقابل البيانات التجريبية\n(منطقة الاهتمام: 0.72-0.84 fm)
ar;proton_comparativa_destacado.py;066;bold
ar;proton_comparativa_destacado.py;067;top
ar;proton_comparativa_destacado.py;068;bold
ar;proton_comparativa_destacado.py;069;upper left
ar;proton_comparativa_destacado.py;070;ميكانيكا الكم: نموذج احتمالي
ar;proton_comparativa_destacado.py;071;LHC: بيانات تجريبية
ar;proton_comparativa_destacado.py;072;أينشتاين-فيد: نموذج هندسي
ar;proton_comparativa_destacado.py;073;black
